Interaction:  mu_gam_178(X)^(*)  AntiPart mu_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:mu(X_1), AntiPart mu(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*e_{j_73,%del_176}(p_4)_v*e_{i_73,%gam_176}(p_3)_u^(*)*mu_{k_71,%eps_82}(p_1)_u*mu_{l_71,%eta_160}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_mu^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  OffShell A_\sigma_649555(X) : Vertex V_0:mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\lambda_668026,%eta_363452,%eta_363514}*gamma_{%\tau_651333,%eta_363514,%alpha_226474}*A_{l_245581,+%\tau_651333}(p_2)*A_{j_245583,+%\lambda_668026}(p_4)^(*)*mu_{k_245581,%alpha_226474}(p_1)_u*mu_{i_245583,%eta_363452}(p_3)_u^(*) + p_1_%\rho_641592*gamma_{%\lambda_668026,%eta_363460,%eta_363515}*gamma_{+%\rho_641592,%eta_363515,%eta_363516}*gamma_{%\tau_651333,%eta_363516,%alpha_226477}*A_{l_245581,+%\tau_651333}(p_2)*A_{j_245583,+%\lambda_668026}(p_4)^(*)*mu_{k_245581,%alpha_226477}(p_1)_u*mu_{i_245583,%eta_363460}(p_3)_u^(*) + p_2_%\rho_641592*gamma_{%\lambda_668026,%eta_363463,%eta_363517}*gamma_{+%\rho_641592,%eta_363517,%eta_363518}*gamma_{%\tau_651333,%eta_363518,%alpha_226478}*A_{l_245581,+%\tau_651333}(p_2)*A_{j_245583,+%\lambda_668026}(p_4)^(*)*mu_{k_245581,%alpha_226478}(p_1)_u*mu_{i_245583,%eta_363463}(p_3)_u^(*))/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  AntiPart A_\lambda_668365(X) : Vertex V_0:mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\tau_651554,%eta_364296,%alpha_226897}*gamma_{%\tau_651556,%eta_364234,%eta_364296}*A_{l_245611,+%\tau_651554}(p_2)*A_{j_245613,+%\tau_651556}(p_4)^(*)*mu_{i_245613,%eta_364234}(p_3)_u^(*)*mu_{k_245611,%alpha_226897}(p_1)_u + p_1_%\lambda_668292*gamma_{+%\lambda_668292,%eta_364297,%eta_364298}*gamma_{%\tau_651554,%eta_364298,%alpha_226900}*gamma_{%\tau_651556,%eta_364242,%eta_364297}*A_{l_245611,+%\tau_651554}(p_2)*A_{j_245613,+%\tau_651556}(p_4)^(*)*mu_{i_245613,%eta_364242}(p_3)_u^(*)*mu_{k_245611,%alpha_226900}(p_1)_u + p_2_%\lambda_668292*gamma_{+%\lambda_668292,%eta_364299,%eta_364300}*gamma_{%\tau_651554,%eta_364300,%alpha_226901}*gamma_{%\tau_651556,%eta_364245,%eta_364299}*A_{l_245611,+%\tau_651554}(p_2)*A_{j_245613,+%\tau_651556}(p_4)^(*)*mu_{i_245613,%eta_364245}(p_3)_u^(*)*mu_{k_245611,%alpha_226901}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  AntiPart A_\lambda_668365(X) : Vertex V_0: OffShell A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : i*e^2*(p_2_%\sigma_649654*gamma_{+%\sigma_649654,%eta_364354,%eta_364355}*gamma_{%\tau_651608,%eta_364319,%eta_364354}*gamma_{%\tau_651610,%eta_364355,%alpha_226934}*A_{l_245611,+%\tau_651608}(p_2)*A_{j_245613,+%\tau_651610}(p_4)^(*)*mu_{i_245613,%eta_364319}(p_3)_u^(*)*mu_{k_245611,%alpha_226934}(p_1)_u + (-2)*p_3_%\tau_651608*gamma_{%\tau_651610,%eta_364325,%alpha_226939}*A_{l_245611,+%\tau_651608}(p_2)*A_{j_245613,+%\tau_651610}(p_4)^(*)*mu_{i_245613,%eta_364325}(p_3)_u^(*)*mu_{k_245611,%alpha_226939}(p_1)_u)/(s_22 + (-2)*s_23 + reg_prop) : e^4*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + (-16)*i*e^2*(i*e^2*m_mu^2*(m_mu^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_mu^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  AntiPart OffShell A_\tau_652054(X) : Vertex V_0: OffShell A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(p_2_%\tau_651984*gamma_{%\mu_642129,%eta_365076,%alpha_227339}*gamma_{%\tau_651982,%eta_365052,%eta_365075}*gamma_{+%\tau_651984,%eta_365075,%eta_365076}*A_{j_245643,+%\mu_642129}(p_4)^(*)*A_{l_245641,+%\tau_651982}(p_2)*mu_{k_245641,%alpha_227339}(p_1)_u*mu_{i_245643,%eta_365052}(p_3)_u^(*) + (-2)*p_3_%\tau_651982*gamma_{%\mu_642129,%eta_365058,%alpha_227344}*A_{j_245643,+%\mu_642129}(p_4)^(*)*A_{l_245641,+%\tau_651982}(p_2)*mu_{k_245641,%alpha_227344}(p_1)_u*mu_{i_245643,%eta_365058}(p_3)_u^(*))/(s_22 + (-2)*s_23 + reg_prop) : e^4*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_22 + (-2)*s_23 + reg_prop)^(-2) + (-16)*i*e^2*(i*e^2*m_mu^2*(m_mu^2 + -1/2*s_13)/(s_22 + (-2)*s_23 + reg_prop) + 1/2*i*e^2*m_mu^2*(s_12 + (-2)*s_23)/(s_22 + (-2)*s_23 + reg_prop))/(s_22 + (-2)*s_23 + reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  mu_beta_172382(X)  AntiPart OffShell A_\tau_652054(X) : Vertex V_0:mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\lambda_668536*gamma_{+%\lambda_668536,%eta_365156,%eta_365157}*gamma_{%\mu_642156,%eta_365100,%eta_365156}*gamma_{%\tau_652015,%eta_365157,%alpha_227378}*A_{j_245643,+%\mu_642156}(p_4)^(*)*A_{l_245641,+%\tau_652015}(p_2)*mu_{k_245641,%alpha_227378}(p_1)_u*mu_{i_245643,%eta_365100}(p_3)_u^(*) + p_2_%\lambda_668536*gamma_{+%\lambda_668536,%eta_365158,%eta_365159}*gamma_{%\mu_642156,%eta_365103,%eta_365158}*gamma_{%\tau_652015,%eta_365159,%alpha_227379}*A_{j_245643,+%\mu_642156}(p_4)^(*)*A_{l_245641,+%\tau_652015}(p_2)*mu_{k_245641,%alpha_227379}(p_1)_u*mu_{i_245643,%eta_365103}(p_3)_u^(*) + m_mu*gamma_{%\mu_642156,%eta_365106,%eta_365160}*gamma_{%\tau_652015,%eta_365160,%alpha_227380}*A_{j_245643,+%\mu_642156}(p_4)^(*)*A_{l_245641,+%\tau_652015}(p_2)*mu_{k_245641,%alpha_227380}(p_1)_u*mu_{i_245643,%eta_365106}(p_3)_u^(*))/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  A_\mu_642389(X) : Vertex V_0: OffShell mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\mu_642363*gamma_{+%\mu_642363,%eta_365936,%eta_365937}*gamma_{%\nu_649762,%eta_365880,%eta_365936}*gamma_{%\tau_652279,%eta_365937,%alpha_227797}*A_{j_245673,+%\nu_649762}(p_4)^(*)*A_{l_245671,+%\tau_652279}(p_2)*mu_{i_245673,%eta_365880}(p_3)_u^(*)*mu_{k_245671,%alpha_227797}(p_1)_u + p_2_%\mu_642363*gamma_{+%\mu_642363,%eta_365938,%eta_365939}*gamma_{%\nu_649762,%eta_365883,%eta_365938}*gamma_{%\tau_652279,%eta_365939,%alpha_227798}*A_{j_245673,+%\nu_649762}(p_4)^(*)*A_{l_245671,+%\tau_652279}(p_2)*mu_{i_245673,%eta_365883}(p_3)_u^(*)*mu_{k_245671,%alpha_227798}(p_1)_u + m_mu*gamma_{%\nu_649762,%eta_365886,%eta_365940}*gamma_{%\tau_652279,%eta_365940,%alpha_227799}*A_{j_245673,+%\nu_649762}(p_4)^(*)*A_{l_245671,+%\tau_652279}(p_2)*mu_{i_245673,%eta_365886}(p_3)_u^(*)*mu_{k_245671,%alpha_227799}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  A_\mu_642389(X) : Vertex V_0: OffShell A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\nu_649804,%eta_366022,%alpha_227830}*gamma_{%\tau_652314,%eta_365960,%eta_366022}*A_{j_245673,+%\nu_649804}(p_4)^(*)*A_{l_245671,+%\tau_652314}(p_2)*mu_{i_245673,%eta_365960}(p_3)_u^(*)*mu_{k_245671,%alpha_227830}(p_1)_u + -p_2_%\tau_652315*gamma_{%\nu_649804,%eta_366024,%alpha_227833}*gamma_{%\tau_652314,%eta_365968,%eta_366023}*gamma_{+%\tau_652315,%eta_366023,%eta_366024}*A_{j_245673,+%\nu_649804}(p_4)^(*)*A_{l_245671,+%\tau_652314}(p_2)*mu_{i_245673,%eta_365968}(p_3)_u^(*)*mu_{k_245671,%alpha_227833}(p_1)_u + p_3_%\tau_652315*gamma_{%\nu_649804,%eta_366026,%alpha_227834}*gamma_{%\tau_652314,%eta_365971,%eta_366025}*gamma_{+%\tau_652315,%eta_366025,%eta_366026}*A_{j_245673,+%\nu_649804}(p_4)^(*)*A_{l_245671,+%\tau_652314}(p_2)*mu_{i_245673,%eta_365971}(p_3)_u^(*)*mu_{k_245671,%alpha_227834}(p_1)_u)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*((-16)*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  OffShell A_\nu_650126(X) : Vertex V_0: OffShell A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\rho_641944,%eta_367094,%alpha_228370}*gamma_{%\tau_652700,%eta_367029,%eta_367094}*A_{j_245701,+%\rho_641944}(p_4)^(*)*A_{l_245699,+%\tau_652700}(p_2)*mu_{i_245701,%eta_367029}(p_3)_u^(*)*mu_{k_245699,%alpha_228370}(p_1)_u + -p_2_%\nu_650080*gamma_{+%\nu_650080,%eta_367095,%eta_367096}*gamma_{%\rho_641944,%eta_367096,%alpha_228373}*gamma_{%\tau_652700,%eta_367037,%eta_367095}*A_{j_245701,+%\rho_641944}(p_4)^(*)*A_{l_245699,+%\tau_652700}(p_2)*mu_{i_245701,%eta_367037}(p_3)_u^(*)*mu_{k_245699,%alpha_228373}(p_1)_u + p_3_%\nu_650080*gamma_{+%\nu_650080,%eta_367097,%eta_367098}*gamma_{%\rho_641944,%eta_367098,%alpha_228374}*gamma_{%\tau_652700,%eta_367040,%eta_367097}*A_{j_245701,+%\rho_641944}(p_4)^(*)*A_{l_245699,+%\tau_652700}(p_2)*mu_{i_245701,%eta_367040}(p_3)_u^(*)*mu_{k_245699,%alpha_228374}(p_1)_u)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*((-16)*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  OffShell A_\nu_650126(X) : Vertex V_0: OffShell mu(X_3),  OffShell A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\mu_642560*gamma_{+%\mu_642560,%eta_367184,%eta_367185}*gamma_{%\rho_641970,%eta_367125,%eta_367184}*gamma_{%\tau_652733,%eta_367185,%alpha_228407}*A_{j_245701,+%\rho_641970}(p_4)^(*)*A_{l_245699,+%\tau_652733}(p_2)*mu_{i_245701,%eta_367125}(p_3)_u^(*)*mu_{k_245699,%alpha_228407}(p_1)_u + p_2_%\mu_642560*gamma_{+%\mu_642560,%eta_367186,%eta_367187}*gamma_{%\rho_641970,%eta_367128,%eta_367186}*gamma_{%\tau_652733,%eta_367187,%alpha_228408}*A_{j_245701,+%\rho_641970}(p_4)^(*)*A_{l_245699,+%\tau_652733}(p_2)*mu_{i_245701,%eta_367128}(p_3)_u^(*)*mu_{k_245699,%alpha_228408}(p_1)_u + m_mu*gamma_{%\rho_641970,%eta_367131,%eta_367188}*gamma_{%\tau_652733,%eta_367188,%alpha_228409}*A_{j_245701,+%\rho_641970}(p_4)^(*)*A_{l_245699,+%\tau_652733}(p_2)*mu_{i_245701,%eta_367131}(p_3)_u^(*)*mu_{k_245699,%alpha_228409}(p_1)_u)/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  AntiPart A_\rho_642255(X) : Vertex V_0: OffShell A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1), A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\sigma_649970,%eta_368254,%alpha_228931}*gamma_{%\tau_653007,%eta_368189,%eta_368254}*A_{j_245729,+%\sigma_649970}(p_4)^(*)*A_{l_245727,+%\tau_653007}(p_2)*mu_{k_245727,%alpha_228931}(p_1)_u*mu_{i_245729,%eta_368189}(p_3)_u^(*) + -p_2_%\rho_642230*gamma_{+%\rho_642230,%eta_368255,%eta_368256}*gamma_{%\sigma_649970,%eta_368256,%alpha_228934}*gamma_{%\tau_653007,%eta_368197,%eta_368255}*A_{j_245729,+%\sigma_649970}(p_4)^(*)*A_{l_245727,+%\tau_653007}(p_2)*mu_{k_245727,%alpha_228934}(p_1)_u*mu_{i_245729,%eta_368197}(p_3)_u^(*) + p_3_%\rho_642230*gamma_{+%\rho_642230,%eta_368257,%eta_368258}*gamma_{%\sigma_649970,%eta_368258,%alpha_228935}*gamma_{%\tau_653007,%eta_368200,%eta_368257}*A_{j_245729,+%\sigma_649970}(p_4)^(*)*A_{l_245727,+%\tau_653007}(p_2)*mu_{k_245727,%alpha_228935}(p_1)_u*mu_{i_245729,%eta_368200}(p_3)_u^(*))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*((-16)*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  AntiPart A_\rho_642255(X) : Vertex V_0: OffShell mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_2),  OffShell mu(V_1), : i*e^2*(p_1_%\nu_650327*gamma_{+%\nu_650327,%eta_368344,%eta_368345}*gamma_{%\sigma_649996,%eta_368285,%eta_368344}*gamma_{%\tau_653040,%eta_368345,%alpha_228968}*A_{j_245729,+%\sigma_649996}(p_4)^(*)*A_{l_245727,+%\tau_653040}(p_2)*mu_{k_245727,%alpha_228968}(p_1)_u*mu_{i_245729,%eta_368285}(p_3)_u^(*) + p_2_%\nu_650327*gamma_{+%\nu_650327,%eta_368346,%eta_368347}*gamma_{%\sigma_649996,%eta_368288,%eta_368346}*gamma_{%\tau_653040,%eta_368347,%alpha_228969}*A_{j_245729,+%\sigma_649996}(p_4)^(*)*A_{l_245727,+%\tau_653040}(p_2)*mu_{k_245727,%alpha_228969}(p_1)_u*mu_{i_245729,%eta_368288}(p_3)_u^(*) + m_mu*gamma_{%\sigma_649996,%eta_368291,%eta_368348}*gamma_{%\tau_653040,%eta_368348,%alpha_228970}*A_{j_245729,+%\sigma_649996}(p_4)^(*)*A_{l_245727,+%\tau_653040}(p_2)*mu_{k_245727,%alpha_228970}(p_1)_u*mu_{i_245729,%eta_368291}(p_3)_u^(*))/(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/4*e^4*(128*m_mu^2*s_12 + s_11*(64*m_mu^2 + 16*s_13) + 64*m_mu^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + (-16)*e^4*m_mu*(m_mu*(s_11 + s_13) + m_mu*(s_12 + s_23))*(m_mu^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
Interaction:  OffShell mu_alpha_214099(X)^(*)  AntiPart OffShell A_\tau_651090(X)  to  OffShell mu_eta_366088(X)  AntiPart OffShell A_\sigma_650287(X) : Vertex V_0: OffShell A(X_2),  OffShell mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1: OffShell mu(X_1),  OffShell A(X_4),  OffShell mu(V_1), : i*e^2*(m_mu*gamma_{%\lambda_669157,%eta_369424,%alpha_229502}*gamma_{%\tau_653309,%eta_369359,%eta_369424}*A_{l_245755,+%\tau_653309}(p_2)*A_{j_245757,+%\lambda_669157}(p_4)^(*)*mu_{k_245755,%alpha_229502}(p_1)_u*mu_{i_245757,%eta_369359}(p_3)_u^(*) + -p_2_%\sigma_650262*gamma_{%\lambda_669157,%eta_369426,%alpha_229505}*gamma_{+%\sigma_650262,%eta_369425,%eta_369426}*gamma_{%\tau_653309,%eta_369367,%eta_369425}*A_{l_245755,+%\tau_653309}(p_2)*A_{j_245757,+%\lambda_669157}(p_4)^(*)*mu_{k_245755,%alpha_229505}(p_1)_u*mu_{i_245757,%eta_369367}(p_3)_u^(*) + p_3_%\sigma_650262*gamma_{%\lambda_669157,%eta_369428,%alpha_229506}*gamma_{+%\sigma_650262,%eta_369427,%eta_369428}*gamma_{%\tau_653309,%eta_369370,%eta_369427}*A_{l_245755,+%\tau_653309}(p_2)*A_{j_245757,+%\lambda_669157}(p_4)^(*)*mu_{k_245755,%alpha_229506}(p_1)_u*mu_{i_245757,%eta_369370}(p_3)_u^(*))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 16*e^4*m_mu^2*(m_mu^2 + 1/4*s_13)*(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/4*i*e^2*(i*e^2*(64*m_mu^2 + 16*s_13)*s_33/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_mu^2*(s_13 + s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*((-16)*i*e^2*m_mu^2*(s_12 + s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*(16*m_mu^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*(16*m_mu^2*s_23 + 4*s_12*s_33)/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_mu^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
