Interaction:  c_gam_178(X)^(*)  AntiPart c_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*c_{l_71,%eta_160}(p_2)_v^(*)*c_{k_71,%eps_82}(p_1)_u*e_{i_73,%gam_176}(p_3)_u^(*)*e_{j_73,%del_176}(p_4)_v/(m_c^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_c^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart c_beta_78696(X)^(*)  AntiPart OffShell A_\nu_263063(X) : Vertex V_1:AntiPart c(X_3),  OffShell A(X_4),  OffShell c(V_1), Vertex V_0: OffShell A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_3_%\mu_254320*gamma_{%\nu_263034,%eta_239041,%beta_79266}*A_{j_92179,+%\mu_254320}(p_4)^(*)*A_{l_92177,+%\nu_263034}(p_2)*c_{k_92177,%eta_239041}(p_1)_v^(*)*c_{i_92179,%beta_79266}(p_3)_v + 1/2*p_4_%\lambda_278602*gamma_{+%\lambda_278602,%eta_239067,%eta_239068}*gamma_{%\mu_254320,%eta_239068,%beta_79268}*gamma_{%\nu_263034,%eta_239044,%eta_239067}*A_{j_92179,+%\mu_254320}(p_4)^(*)*A_{l_92177,+%\nu_263034}(p_2)*c_{k_92177,%eta_239044}(p_1)_v^(*)*c_{i_92179,%beta_79268}(p_3)_v)/(s_12 + 1/2*s_22 + 1/2*reg_prop) : 32/81*e^4*(s_14*s_34 + 2*m_c^2*s_44 + -1/2*s_13*s_44)*(s_12 + 1/2*s_22 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*s_22 + 1/2*reg_prop) + -1/2*i*e^2*m_c^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*s_22 + 1/2*reg_prop))/(s_12 + 1/2*s_22 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  A_\rho_253377(X) : Vertex V_0:AntiPart c(X_1), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1: OffShell A(X_2), AntiPart  OffShell c(X_3),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\nu_263200,%eta_239522,%gam_124255}*gamma_{%\sigma_262286,%eta_239460,%eta_239522}*A_{j_92209,+%\sigma_262286}(p_4)^(*)*A_{l_92207,+%\nu_263200}(p_2)*c_{k_92207,%eta_239460}(p_1)_v^(*)*c_{i_92209,%gam_124255}(p_3)_v + p_2_%\rho_253354*gamma_{%\nu_263200,%eta_239524,%gam_124258}*gamma_{+%\rho_253354,%eta_239523,%eta_239524}*gamma_{%\sigma_262286,%eta_239468,%eta_239523}*A_{j_92209,+%\sigma_262286}(p_4)^(*)*A_{l_92207,+%\nu_263200}(p_2)*c_{k_92207,%eta_239468}(p_1)_v^(*)*c_{i_92209,%gam_124258}(p_3)_v + -p_3_%\rho_253354*gamma_{%\nu_263200,%eta_239526,%gam_124259}*gamma_{+%\rho_253354,%eta_239525,%eta_239526}*gamma_{%\sigma_262286,%eta_239471,%eta_239525}*A_{j_92209,+%\sigma_262286}(p_4)^(*)*A_{l_92207,+%\nu_263200}(p_2)*c_{k_92207,%eta_239471}(p_1)_v^(*)*c_{i_92209,%gam_124259}(p_3)_v)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 256/81*e^4*m_c^2*(m_c^2 + 1/4*s_13)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*(64*m_c^2 + 16*s_13)*s_33/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_c^2*(s_13 + s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -256/81*i*e^2*(i*e^2*m_c^2*(s_12 + s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_c^2*s_23 + 4*s_12*s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  A_\rho_253377(X) : Vertex V_1:AntiPart  OffShell c(X_3), A(X_4),  OffShell c(V_1), Vertex V_0: OffShell A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_1_%\nu_263231*gamma_{%\sigma_262313,%eta_239550,%gam_124291}*A_{j_92209,+%\sigma_262313}(p_4)^(*)*A_{l_92207,+%\nu_263231}(p_2)*c_{k_92207,%eta_239550}(p_1)_v^(*)*c_{i_92209,%gam_124291}(p_3)_v + 1/2*p_2_%\nu_263233*gamma_{%\nu_263231,%eta_239553,%eta_239580}*gamma_{+%\nu_263233,%eta_239580,%eta_239581}*gamma_{%\sigma_262313,%eta_239581,%gam_124293}*A_{j_92209,+%\sigma_262313}(p_4)^(*)*A_{l_92207,+%\nu_263231}(p_2)*c_{k_92207,%eta_239553}(p_1)_v^(*)*c_{i_92209,%gam_124293}(p_3)_v)/(s_12 + 1/2*s_22 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_12 + 1/2*s_22 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*s_22 + 1/2*reg_prop) + 1/16*i*e^2*m_c^2*(16*s_12 + (-8)*s_23)/(s_12 + 1/2*s_22 + 1/2*reg_prop))/(s_12 + 1/2*s_22 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  OffShell A_\sigma_262559(X) : Vertex V_0:AntiPart c(X_1),  OffShell A(X_4), AntiPart  OffShell c(V_0), Vertex V_1: OffShell A(X_2), AntiPart  OffShell c(X_3),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\lambda_278878,%eta_240298,%eta_240384}*gamma_{%\nu_263494,%eta_240384,%eta_240299}*A_{j_92239,+%\lambda_278878}(p_4)^(*)*A_{l_92237,+%\nu_263494}(p_2)*c_{k_92237,%eta_240298}(p_1)_v^(*)*c_{i_92239,%eta_240299}(p_3)_v + p_2_%\sigma_262536*gamma_{%\lambda_278878,%eta_240309,%eta_240385}*gamma_{%\nu_263494,%eta_240386,%eta_240310}*gamma_{+%\sigma_262536,%eta_240385,%eta_240386}*A_{j_92239,+%\lambda_278878}(p_4)^(*)*A_{l_92237,+%\nu_263494}(p_2)*c_{k_92237,%eta_240309}(p_1)_v^(*)*c_{i_92239,%eta_240310}(p_3)_v + -p_3_%\sigma_262536*gamma_{%\lambda_278878,%eta_240313,%eta_240387}*gamma_{%\nu_263494,%eta_240388,%eta_240314}*gamma_{+%\sigma_262536,%eta_240387,%eta_240388}*A_{j_92239,+%\lambda_278878}(p_4)^(*)*A_{l_92237,+%\nu_263494}(p_2)*c_{k_92237,%eta_240313}(p_1)_v^(*)*c_{i_92239,%eta_240314}(p_3)_v)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 256/81*e^4*m_c^2*(m_c^2 + 1/4*s_13)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*(64*m_c^2 + 16*s_13)*s_33/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_c^2*(s_13 + s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -256/81*i*e^2*(i*e^2*m_c^2*(s_12 + s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_c^2*s_23 + 4*s_12*s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  OffShell A_\sigma_262559(X) : Vertex V_1:AntiPart  OffShell c(X_3),  OffShell A(X_4),  OffShell c(V_1), Vertex V_0: OffShell A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_1_%\nu_263529*gamma_{%\lambda_278905,%eta_240426,%eta_240427}*A_{j_92239,+%\lambda_278905}(p_4)^(*)*A_{l_92237,+%\nu_263529}(p_2)*c_{k_92237,%eta_240426}(p_1)_v^(*)*c_{i_92239,%eta_240427}(p_3)_v + 1/2*p_2_%\rho_253540*gamma_{%\lambda_278905,%eta_240468,%eta_240432}*gamma_{%\nu_263529,%eta_240431,%eta_240467}*gamma_{+%\rho_253540,%eta_240467,%eta_240468}*A_{j_92239,+%\lambda_278905}(p_4)^(*)*A_{l_92237,+%\nu_263529}(p_2)*c_{k_92237,%eta_240431}(p_1)_v^(*)*c_{i_92239,%eta_240432}(p_3)_v)/(s_12 + 1/2*s_22 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_12 + 1/2*s_22 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*s_22 + 1/2*reg_prop) + 1/16*i*e^2*m_c^2*(16*s_12 + (-8)*s_23)/(s_12 + 1/2*s_22 + 1/2*reg_prop))/(s_12 + 1/2*s_22 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  AntiPart A_\lambda_279202(X) : Vertex V_1:AntiPart  OffShell c(X_3), A(X_4),  OffShell c(V_1), Vertex V_0: OffShell A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_1_%\nu_263743*gamma_{%\tau_265465,%eta_241376,%eta_241377}*A_{l_92267,+%\nu_263743}(p_2)*A_{j_92269,+%\tau_265465}(p_4)^(*)*c_{k_92267,%eta_241376}(p_1)_v^(*)*c_{i_92269,%eta_241377}(p_3)_v + 1/2*p_2_%\lambda_279180*gamma_{+%\lambda_279180,%eta_241432,%eta_241433}*gamma_{%\nu_263743,%eta_241381,%eta_241432}*gamma_{%\tau_265465,%eta_241433,%eta_241382}*A_{l_92267,+%\nu_263743}(p_2)*A_{j_92269,+%\tau_265465}(p_4)^(*)*c_{k_92267,%eta_241381}(p_1)_v^(*)*c_{i_92269,%eta_241382}(p_3)_v)/(s_12 + 1/2*s_22 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_12 + 1/2*s_22 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*s_22 + 1/2*reg_prop) + 1/16*i*e^2*m_c^2*(16*s_12 + (-8)*s_23)/(s_12 + 1/2*s_22 + 1/2*reg_prop))/(s_12 + 1/2*s_22 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  AntiPart A_\lambda_279202(X) : Vertex V_0:AntiPart c(X_1), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1: OffShell A(X_2), AntiPart  OffShell c(X_3),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\nu_263775,%eta_241545,%eta_241460}*gamma_{%\tau_265494,%eta_241459,%eta_241545}*A_{l_92267,+%\nu_263775}(p_2)*A_{j_92269,+%\tau_265494}(p_4)^(*)*c_{k_92267,%eta_241459}(p_1)_v^(*)*c_{i_92269,%eta_241460}(p_3)_v + p_2_%\sigma_262729*gamma_{%\nu_263775,%eta_241547,%eta_241471}*gamma_{+%\sigma_262729,%eta_241546,%eta_241547}*gamma_{%\tau_265494,%eta_241470,%eta_241546}*A_{l_92267,+%\nu_263775}(p_2)*A_{j_92269,+%\tau_265494}(p_4)^(*)*c_{k_92267,%eta_241470}(p_1)_v^(*)*c_{i_92269,%eta_241471}(p_3)_v + -p_3_%\sigma_262729*gamma_{%\nu_263775,%eta_241549,%eta_241475}*gamma_{+%\sigma_262729,%eta_241548,%eta_241549}*gamma_{%\tau_265494,%eta_241474,%eta_241548}*A_{l_92267,+%\nu_263775}(p_2)*A_{j_92269,+%\tau_265494}(p_4)^(*)*c_{k_92267,%eta_241474}(p_1)_v^(*)*c_{i_92269,%eta_241475}(p_3)_v)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 256/81*e^4*m_c^2*(m_c^2 + 1/4*s_13)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*(64*m_c^2 + 16*s_13)*s_33/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_c^2*(s_13 + s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -256/81*i*e^2*(i*e^2*m_c^2*(s_12 + s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_c^2*s_23 + 4*s_12*s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  AntiPart OffShell A_\tau_265735(X) : Vertex V_1:AntiPart  OffShell c(X_3),  OffShell A(X_4),  OffShell c(V_1), Vertex V_0: OffShell A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_1_%\nu_263992*gamma_{%\mu_254674,%eta_242450,%eta_242451}*A_{j_92299,+%\mu_254674}(p_4)^(*)*A_{l_92297,+%\nu_263992}(p_2)*c_{k_92297,%eta_242450}(p_1)_v^(*)*c_{i_92299,%eta_242451}(p_3)_v + 1/2*p_2_%\tau_265715*gamma_{%\mu_254674,%eta_242492,%eta_242456}*gamma_{%\nu_263992,%eta_242455,%eta_242491}*gamma_{+%\tau_265715,%eta_242491,%eta_242492}*A_{j_92299,+%\mu_254674}(p_4)^(*)*A_{l_92297,+%\nu_263992}(p_2)*c_{k_92297,%eta_242455}(p_1)_v^(*)*c_{i_92299,%eta_242456}(p_3)_v)/(s_12 + 1/2*s_22 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)*(s_12 + 1/2*s_22 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*s_22 + 1/2*reg_prop) + 1/16*i*e^2*m_c^2*(16*s_12 + (-8)*s_23)/(s_12 + 1/2*s_22 + 1/2*reg_prop))/(s_12 + 1/2*s_22 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  OffShell A_\nu_262515(X)  to  AntiPart OffShell c_eta_239589(X)^(*)  AntiPart OffShell A_\tau_265735(X) : Vertex V_0:AntiPart c(X_1),  OffShell A(X_4), AntiPart  OffShell c(V_0), Vertex V_1: OffShell A(X_2), AntiPart  OffShell c(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_2_%\lambda_279357*gamma_{+%\lambda_279357,%eta_242604,%eta_242605}*gamma_{%\mu_254701,%eta_242526,%eta_242604}*gamma_{%\nu_264019,%eta_242605,%eta_242527}*A_{j_92299,+%\mu_254701}(p_4)^(*)*A_{l_92297,+%\nu_264019}(p_2)*c_{k_92297,%eta_242526}(p_1)_v^(*)*c_{i_92299,%eta_242527}(p_3)_v + -p_3_%\lambda_279357*gamma_{+%\lambda_279357,%eta_242606,%eta_242607}*gamma_{%\mu_254701,%eta_242530,%eta_242606}*gamma_{%\nu_264019,%eta_242607,%eta_242531}*A_{j_92299,+%\mu_254701}(p_4)^(*)*A_{l_92297,+%\nu_264019}(p_2)*c_{k_92297,%eta_242530}(p_1)_v^(*)*c_{i_92299,%eta_242531}(p_3)_v + m_c*gamma_{%\mu_254701,%eta_242534,%eta_242608}*gamma_{%\nu_264019,%eta_242608,%eta_242535}*A_{j_92299,+%\mu_254701}(p_4)^(*)*A_{l_92297,+%\nu_264019}(p_2)*c_{k_92297,%eta_242534}(p_1)_v^(*)*c_{i_92299,%eta_242535}(p_3)_v)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 256/81*e^4*m_c^2*(m_c^2 + 1/4*s_13)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*(64*m_c^2 + 16*s_13)*s_33/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_c^2*(s_13 + s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -256/81*i*e^2*(i*e^2*m_c^2*(s_12 + s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/16*i*e^2*(16*m_c^2*s_22 + (-4)*s_13*s_22 + 8*s_12*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -1/8*i*e^2*(16*m_c^2*s_23 + 4*s_12*s_33)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  A_\rho_253820(X) : Vertex V_0:AntiPart c(X_1), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:A(X_2), AntiPart c(X_3),  OffShell c(V_1), : -4/9*i*e^2*(p_1_%\mu_254969*gamma_{%\tau_265870,%eta_243522,%eps_90377}*A_{l_92343,+%\tau_265870}(p_2)*A_{j_92345,+%\mu_254969}(p_4)^(*)*c_{i_92345,%eps_90377}(p_3)_v*c_{k_92343,%eta_243522}(p_1)_v^(*) + -1/2*p_4_%\tau_265872*gamma_{%\mu_254969,%eta_243525,%eta_243552}*gamma_{%\tau_265870,%eta_243553,%eps_90379}*gamma_{+%\tau_265872,%eta_243552,%eta_243553}*A_{l_92343,+%\tau_265870}(p_2)*A_{j_92345,+%\mu_254969}(p_4)^(*)*c_{i_92345,%eps_90379}(p_3)_v*c_{k_92343,%eta_243525}(p_1)_v^(*))/(s_23 + -1/2*reg_prop) : 32/81*e^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  A_\rho_253820(X) : Vertex V_1:AntiPart c(X_3), A(X_4),  OffShell c(V_1), Vertex V_0:A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_3_%\mu_254994*gamma_{%\tau_265916,%eta_243577,%eps_90412}*A_{l_92343,+%\tau_265916}(p_2)*A_{j_92345,+%\mu_254994}(p_4)^(*)*c_{i_92345,%eps_90412}(p_3)_v*c_{k_92343,%eta_243577}(p_1)_v^(*) + 1/2*p_4_%\lambda_279644*gamma_{+%\lambda_279644,%eta_243603,%eta_243604}*gamma_{%\mu_254994,%eta_243604,%eps_90414}*gamma_{%\tau_265916,%eta_243580,%eta_243603}*A_{l_92343,+%\tau_265916}(p_2)*A_{j_92345,+%\mu_254994}(p_4)^(*)*c_{i_92345,%eps_90414}(p_3)_v*c_{k_92343,%eta_243580}(p_1)_v^(*))/(s_12 + 1/2*reg_prop) : 32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_c^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  OffShell A_\nu_264396(X) : Vertex V_1:AntiPart c(X_3),  OffShell A(X_4),  OffShell c(V_1), Vertex V_0:A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_3_%\mu_255161*gamma_{%\nu_264330,%eta_244018,%del_99284}*A_{j_92375,+%\mu_255161}(p_4)^(*)*A_{l_92373,+%\nu_264330}(p_2)*c_{i_92375,%del_99284}(p_3)_v*c_{k_92373,%eta_244018}(p_1)_v^(*) + 1/2*p_4_%\tau_266121*gamma_{%\mu_255161,%eta_244045,%del_99286}*gamma_{%\nu_264330,%eta_244021,%eta_244044}*gamma_{+%\tau_266121,%eta_244044,%eta_244045}*A_{j_92375,+%\mu_255161}(p_4)^(*)*A_{l_92373,+%\nu_264330}(p_2)*c_{i_92375,%del_99286}(p_3)_v*c_{k_92373,%eta_244021}(p_1)_v^(*))/(s_12 + 1/2*reg_prop) : 32/81*e^4*(s_14*s_34 + 2*m_c^2*s_44 + -1/2*s_13*s_44)*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_c^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  OffShell A_\nu_264396(X) : Vertex V_0:AntiPart c(X_1),  OffShell A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:A(X_2), AntiPart c(X_3),  OffShell c(V_1), : -4/9*i*e^2*(p_1_%\mu_255186*gamma_{%\nu_264367,%eta_244067,%del_99324}*A_{j_92375,+%\mu_255186}(p_4)^(*)*A_{l_92373,+%\nu_264367}(p_2)*c_{i_92375,%del_99324}(p_3)_v*c_{k_92373,%eta_244067}(p_1)_v^(*) + -1/2*p_4_%\lambda_279800*gamma_{+%\lambda_279800,%eta_244099,%eta_244100}*gamma_{%\mu_255186,%eta_244070,%eta_244099}*gamma_{%\nu_264367,%eta_244100,%del_99326}*A_{j_92375,+%\mu_255186}(p_4)^(*)*A_{l_92373,+%\nu_264367}(p_2)*c_{i_92375,%del_99326}(p_3)_v*c_{k_92373,%eta_244070}(p_1)_v^(*))/(s_23 + -1/2*reg_prop) : 32/81*e^4*(s_14*s_34 + 2*m_c^2*s_44 + -1/2*s_13*s_44)*(s_23 + -1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  AntiPart A_\lambda_279962(X) : Vertex V_1:AntiPart c(X_3), A(X_4),  OffShell c(V_1), Vertex V_0:A(X_2), AntiPart c(X_1), AntiPart  OffShell c(V_0), : 4/9*i*e^2*(p_3_%\sigma_263148*gamma_{%\nu_264533,%eta_244500,%del_99558}*A_{l_92403,+%\nu_264533}(p_2)*A_{j_92405,+%\sigma_263148}(p_4)^(*)*c_{k_92403,%eta_244500}(p_1)_v^(*)*c_{i_92405,%del_99558}(p_3)_v + 1/2*p_4_%\rho_253915*gamma_{%\nu_264533,%eta_244503,%eta_244524}*gamma_{+%\rho_253915,%eta_244524,%eta_244525}*gamma_{%\sigma_263148,%eta_244525,%del_99560}*A_{l_92403,+%\nu_264533}(p_2)*A_{j_92405,+%\sigma_263148}(p_4)^(*)*c_{k_92403,%eta_244503}(p_1)_v^(*)*c_{i_92405,%del_99560}(p_3)_v)/(s_12 + 1/2*reg_prop) : 32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_c^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
Interaction:  AntiPart c_alpha_119850(X)  AntiPart A_\nu_264287(X)  to  AntiPart c_del_99201(X)^(*)  AntiPart A_\lambda_279962(X) : Vertex V_0:AntiPart c(X_1), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:A(X_2), AntiPart c(X_3),  OffShell c(V_1), : -4/9*i*e^2*(p_1_%\sigma_263167*gamma_{%\nu_264564,%eta_244549,%del_99587}*A_{l_92403,+%\nu_264564}(p_2)*A_{j_92405,+%\sigma_263167}(p_4)^(*)*c_{k_92403,%eta_244549}(p_1)_v^(*)*c_{i_92405,%del_99587}(p_3)_v + -1/2*p_4_%\nu_264566*gamma_{%\nu_264564,%eta_244570,%del_99589}*gamma_{+%\nu_264566,%eta_244569,%eta_244570}*gamma_{%\sigma_263167,%eta_244552,%eta_244569}*A_{l_92403,+%\nu_264564}(p_2)*A_{j_92405,+%\sigma_263167}(p_4)^(*)*c_{k_92403,%eta_244552}(p_1)_v^(*)*c_{i_92405,%del_99589}(p_3)_v)/(s_23 + -1/2*reg_prop) : 32/81*e^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
