Interaction:  d_gam_189(X)^(*)  AntiPart d_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:d(X_1), AntiPart d(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{%\sigma_325,%gam_186,%del_182}*gamma_{+%\sigma_325,%gam_187,%eps_82}*d_{k_71,%eps_82}(p_1)_u*d_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  d_eta_146781(X)  AntiPart A_\rho_452081(X) : Vertex V_1:d(X_3), A(X_4), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_1), A(X_2),  OffShell d(V_0), : 1/9*i*e^2*(m_d*gamma_{%\sigma_459604,%gam_308244,%gam_308159}*gamma_{%\sigma_459606,%gam_308158,%gam_308244}*A_{j_170677,+%\sigma_459606}(p_4)^(*)*A_{l_170675,+%\sigma_459604}(p_2)*d_{i_170677,%gam_308158}(p_3)_u^(*)*d_{k_170675,%gam_308159}(p_1)_u + p_1_%\rho_452052*gamma_{+%\rho_452052,%gam_308245,%gam_308246}*gamma_{%\sigma_459604,%gam_308246,%gam_308170}*gamma_{%\sigma_459606,%gam_308169,%gam_308245}*A_{j_170677,+%\sigma_459606}(p_4)^(*)*A_{l_170675,+%\sigma_459604}(p_2)*d_{i_170677,%gam_308169}(p_3)_u^(*)*d_{k_170675,%gam_308170}(p_1)_u + p_2_%\rho_452052*gamma_{+%\rho_452052,%gam_308247,%gam_308248}*gamma_{%\sigma_459604,%gam_308248,%gam_308174}*gamma_{%\sigma_459606,%gam_308173,%gam_308247}*A_{j_170677,+%\sigma_459606}(p_4)^(*)*A_{l_170675,+%\sigma_459604}(p_2)*d_{i_170677,%gam_308173}(p_3)_u^(*)*d_{k_170675,%gam_308174}(p_1)_u)/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  d_eta_146781(X)  AntiPart A_\rho_452081(X) : Vertex V_1:A(X_2), d(X_3), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_1), A(X_4),  OffShell d(V_0), : -1/18*i*e^2*(p_2_%\nu_497722*gamma_{+%\nu_497722,%gam_308337,%gam_308338}*gamma_{%\sigma_459658,%gam_308276,%gam_308337}*gamma_{%\sigma_459660,%gam_308338,%gam_308277}*A_{j_170677,+%\sigma_459660}(p_4)^(*)*A_{l_170675,+%\sigma_459658}(p_2)*d_{i_170677,%gam_308276}(p_3)_u^(*)*d_{k_170675,%gam_308277}(p_1)_u + (-2)*p_3_%\sigma_459658*gamma_{%\sigma_459660,%gam_308285,%gam_308286}*A_{j_170677,+%\sigma_459660}(p_4)^(*)*A_{l_170675,+%\sigma_459658}(p_2)*d_{i_170677,%gam_308285}(p_3)_u^(*)*d_{k_170675,%gam_308286}(p_1)_u)/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_d^2*(m_d^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_d^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  d_eta_146781(X)  AntiPart OffShell A_\sigma_460107(X) : Vertex V_0:d(X_3),  OffShell A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_497875,%gam_309261,%gam_309347}*gamma_{%\sigma_460032,%gam_309347,%gam_309262}*A_{l_170705,+%\sigma_460032}(p_2)*A_{j_170707,+%\nu_497875}(p_4)^(*)*d_{i_170707,%gam_309261}(p_3)_u^(*)*d_{k_170705,%gam_309262}(p_1)_u + p_1_%\sigma_460034*gamma_{%\nu_497875,%gam_309272,%gam_309348}*gamma_{%\sigma_460032,%gam_309349,%gam_309273}*gamma_{+%\sigma_460034,%gam_309348,%gam_309349}*A_{l_170705,+%\sigma_460032}(p_2)*A_{j_170707,+%\nu_497875}(p_4)^(*)*d_{i_170707,%gam_309272}(p_3)_u^(*)*d_{k_170705,%gam_309273}(p_1)_u + p_2_%\sigma_460034*gamma_{%\nu_497875,%gam_309276,%gam_309350}*gamma_{%\sigma_460032,%gam_309351,%gam_309277}*gamma_{+%\sigma_460034,%gam_309350,%gam_309351}*A_{l_170705,+%\sigma_460032}(p_2)*A_{j_170707,+%\nu_497875}(p_4)^(*)*d_{i_170707,%gam_309276}(p_3)_u^(*)*d_{k_170705,%gam_309277}(p_1)_u)/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  d_eta_146781(X)  AntiPart OffShell A_\sigma_460107(X) : Vertex V_0:A(X_2), d(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1),  OffShell A(X_4),  OffShell d(V_1), : -1/18*i*e^2*(p_2_%\rho_452233*gamma_{%\nu_497906,%gam_309429,%gam_309383}*gamma_{+%\rho_452233,%gam_309428,%gam_309429}*gamma_{%\sigma_460082,%gam_309382,%gam_309428}*A_{l_170705,+%\sigma_460082}(p_2)*A_{j_170707,+%\nu_497906}(p_4)^(*)*d_{i_170707,%gam_309382}(p_3)_u^(*)*d_{k_170705,%gam_309383}(p_1)_u + (-2)*p_3_%\sigma_460082*gamma_{%\nu_497906,%gam_309391,%gam_309392}*A_{l_170705,+%\sigma_460082}(p_2)*A_{j_170707,+%\nu_497906}(p_4)^(*)*d_{i_170707,%gam_309391}(p_3)_u^(*)*d_{k_170705,%gam_309392}(p_1)_u)/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_d^2*(m_d^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_d^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  A_\lambda_446235(X) : Vertex V_0:A(X_2),  OffShell d(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_4),  OffShell d(V_1), : -1/9*i*e^2*(p_2_%\lambda_446208*gamma_{+%\lambda_446208,%gam_310433,%gam_310434}*gamma_{%\sigma_460402,%gam_310355,%gam_310433}*gamma_{%\tau_460934,%gam_310434,%gam_310356}*A_{j_170737,+%\tau_460934}(p_4)^(*)*A_{l_170735,+%\sigma_460402}(p_2)*d_{k_170735,%gam_310356}(p_1)_u*d_{i_170737,%gam_310355}(p_3)_u^(*) + -p_3_%\lambda_446208*gamma_{+%\lambda_446208,%gam_310435,%gam_310436}*gamma_{%\sigma_460402,%gam_310359,%gam_310435}*gamma_{%\tau_460934,%gam_310436,%gam_310360}*A_{j_170737,+%\tau_460934}(p_4)^(*)*A_{l_170735,+%\sigma_460402}(p_2)*d_{k_170735,%gam_310360}(p_1)_u*d_{i_170737,%gam_310359}(p_3)_u^(*) + -m_d*gamma_{%\sigma_460402,%gam_310363,%gam_310437}*gamma_{%\tau_460934,%gam_310437,%gam_310364}*A_{j_170737,+%\tau_460934}(p_4)^(*)*A_{l_170735,+%\sigma_460402}(p_2)*d_{k_170735,%gam_310364}(p_1)_u*d_{i_170737,%gam_310363}(p_3)_u^(*))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_d^2 + 16*s_13)*s_33/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_d^2*(s_13 + s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_d^2*(s_12 + s_23)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_d^2*s_23 + 4*s_12*s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  A_\lambda_446235(X) : Vertex V_0: OffShell d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\sigma_460437,%gam_310550,%gam_310465}*gamma_{%\tau_460960,%gam_310464,%gam_310550}*A_{j_170737,+%\tau_460960}(p_4)^(*)*A_{l_170735,+%\sigma_460437}(p_2)*d_{k_170735,%gam_310465}(p_1)_u*d_{i_170737,%gam_310464}(p_3)_u^(*) + p_1_%\sigma_460438*gamma_{%\sigma_460437,%gam_310552,%gam_310476}*gamma_{+%\sigma_460438,%gam_310551,%gam_310552}*gamma_{%\tau_460960,%gam_310475,%gam_310551}*A_{j_170737,+%\tau_460960}(p_4)^(*)*A_{l_170735,+%\sigma_460437}(p_2)*d_{k_170735,%gam_310476}(p_1)_u*d_{i_170737,%gam_310475}(p_3)_u^(*) + p_2_%\sigma_460438*gamma_{%\sigma_460437,%gam_310554,%gam_310480}*gamma_{+%\sigma_460438,%gam_310553,%gam_310554}*gamma_{%\tau_460960,%gam_310479,%gam_310553}*A_{j_170737,+%\tau_460960}(p_4)^(*)*A_{l_170735,+%\sigma_460437}(p_2)*d_{k_170735,%gam_310480}(p_1)_u*d_{i_170737,%gam_310479}(p_3)_u^(*))/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  OffShell A_\tau_461251(X) : Vertex V_0: OffShell d(X_3),  OffShell A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_498330,%gam_311814,%gam_311900}*gamma_{%\sigma_460823,%gam_311900,%gam_311815}*A_{l_170763,+%\sigma_460823}(p_2)*A_{j_170765,+%\nu_498330}(p_4)^(*)*d_{k_170763,%gam_311815}(p_1)_u*d_{i_170765,%gam_311814}(p_3)_u^(*) + p_1_%\tau_461226*gamma_{%\nu_498330,%gam_311825,%gam_311901}*gamma_{%\sigma_460823,%gam_311902,%gam_311826}*gamma_{+%\tau_461226,%gam_311901,%gam_311902}*A_{l_170763,+%\sigma_460823}(p_2)*A_{j_170765,+%\nu_498330}(p_4)^(*)*d_{k_170763,%gam_311826}(p_1)_u*d_{i_170765,%gam_311825}(p_3)_u^(*) + p_2_%\tau_461226*gamma_{%\nu_498330,%gam_311829,%gam_311903}*gamma_{%\sigma_460823,%gam_311904,%gam_311830}*gamma_{+%\tau_461226,%gam_311903,%gam_311904}*A_{l_170763,+%\sigma_460823}(p_2)*A_{j_170765,+%\nu_498330}(p_4)^(*)*d_{k_170763,%gam_311830}(p_1)_u*d_{i_170765,%gam_311829}(p_3)_u^(*))/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  OffShell A_\tau_461251(X) : Vertex V_0:A(X_2),  OffShell d(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1),  OffShell A(X_4),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_498376,%gam_312017,%gam_311932}*gamma_{%\sigma_460857,%gam_311931,%gam_312017}*A_{l_170763,+%\sigma_460857}(p_2)*A_{j_170765,+%\nu_498376}(p_4)^(*)*d_{k_170763,%gam_311932}(p_1)_u*d_{i_170765,%gam_311931}(p_3)_u^(*) + -p_2_%\lambda_446412*gamma_{+%\lambda_446412,%gam_312018,%gam_312019}*gamma_{%\nu_498376,%gam_312019,%gam_311943}*gamma_{%\sigma_460857,%gam_311942,%gam_312018}*A_{l_170763,+%\sigma_460857}(p_2)*A_{j_170765,+%\nu_498376}(p_4)^(*)*d_{k_170763,%gam_311943}(p_1)_u*d_{i_170765,%gam_311942}(p_3)_u^(*) + p_3_%\lambda_446412*gamma_{+%\lambda_446412,%gam_312020,%gam_312021}*gamma_{%\nu_498376,%gam_312021,%gam_311947}*gamma_{%\sigma_460857,%gam_311946,%gam_312020}*A_{l_170763,+%\sigma_460857}(p_2)*A_{j_170765,+%\nu_498376}(p_4)^(*)*d_{k_170763,%gam_311947}(p_1)_u*d_{i_170765,%gam_311946}(p_3)_u^(*))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_d^2 + 16*s_13)*s_33/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_d^2*(s_13 + s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_d^2*(s_12 + s_23)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_d^2*s_23 + 4*s_12*s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  AntiPart A_\mu_443492(X) : Vertex V_0:A(X_2),  OffShell d(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_4),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_498705,%gam_313348,%gam_313263}*gamma_{%\sigma_461134,%gam_313262,%gam_313348}*A_{l_170791,+%\sigma_461134}(p_2)*A_{j_170793,+%\nu_498705}(p_4)^(*)*d_{i_170793,%gam_313262}(p_3)_u^(*)*d_{k_170791,%gam_313263}(p_1)_u + -p_2_%\mu_443472*gamma_{+%\mu_443472,%gam_313349,%gam_313350}*gamma_{%\nu_498705,%gam_313350,%gam_313274}*gamma_{%\sigma_461134,%gam_313273,%gam_313349}*A_{l_170791,+%\sigma_461134}(p_2)*A_{j_170793,+%\nu_498705}(p_4)^(*)*d_{i_170793,%gam_313273}(p_3)_u^(*)*d_{k_170791,%gam_313274}(p_1)_u + p_3_%\mu_443472*gamma_{+%\mu_443472,%gam_313351,%gam_313352}*gamma_{%\nu_498705,%gam_313352,%gam_313278}*gamma_{%\sigma_461134,%gam_313277,%gam_313351}*A_{l_170791,+%\sigma_461134}(p_2)*A_{j_170793,+%\nu_498705}(p_4)^(*)*d_{i_170793,%gam_313277}(p_3)_u^(*)*d_{k_170791,%gam_313278}(p_1)_u)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_d^2 + 16*s_13)*s_33/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_d^2*(s_13 + s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_d^2*(s_12 + s_23)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_d^2*s_23 + 4*s_12*s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  AntiPart A_\mu_443492(X) : Vertex V_0: OffShell d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_498747,%gam_313379,%gam_313465}*gamma_{%\sigma_461167,%gam_313465,%gam_313380}*A_{l_170791,+%\sigma_461167}(p_2)*A_{j_170793,+%\nu_498747}(p_4)^(*)*d_{i_170793,%gam_313379}(p_3)_u^(*)*d_{k_170791,%gam_313380}(p_1)_u + p_1_%\tau_461421*gamma_{%\nu_498747,%gam_313390,%gam_313466}*gamma_{%\sigma_461167,%gam_313467,%gam_313391}*gamma_{+%\tau_461421,%gam_313466,%gam_313467}*A_{l_170791,+%\sigma_461167}(p_2)*A_{j_170793,+%\nu_498747}(p_4)^(*)*d_{i_170793,%gam_313390}(p_3)_u^(*)*d_{k_170791,%gam_313391}(p_1)_u + p_2_%\tau_461421*gamma_{%\nu_498747,%gam_313394,%gam_313468}*gamma_{%\sigma_461167,%gam_313469,%gam_313395}*gamma_{+%\tau_461421,%gam_313468,%gam_313469}*A_{l_170791,+%\sigma_461167}(p_2)*A_{j_170793,+%\nu_498747}(p_4)^(*)*d_{i_170793,%gam_313394}(p_3)_u^(*)*d_{k_170791,%gam_313395}(p_1)_u)/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  AntiPart OffShell A_\nu_499144(X) : Vertex V_0:A(X_2),  OffShell d(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1),  OffShell A(X_4),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\rho_452532,%gam_314796,%gam_314711}*gamma_{%\sigma_461439,%gam_314710,%gam_314796}*A_{l_170819,+%\sigma_461439}(p_2)*A_{j_170821,+%\rho_452532}(p_4)^(*)*d_{k_170819,%gam_314711}(p_1)_u*d_{i_170821,%gam_314710}(p_3)_u^(*) + -p_2_%\nu_499080*gamma_{+%\nu_499080,%gam_314797,%gam_314798}*gamma_{%\rho_452532,%gam_314798,%gam_314722}*gamma_{%\sigma_461439,%gam_314721,%gam_314797}*A_{l_170819,+%\sigma_461439}(p_2)*A_{j_170821,+%\rho_452532}(p_4)^(*)*d_{k_170819,%gam_314722}(p_1)_u*d_{i_170821,%gam_314721}(p_3)_u^(*) + p_3_%\nu_499080*gamma_{+%\nu_499080,%gam_314799,%gam_314800}*gamma_{%\rho_452532,%gam_314800,%gam_314726}*gamma_{%\sigma_461439,%gam_314725,%gam_314799}*A_{l_170819,+%\sigma_461439}(p_2)*A_{j_170821,+%\rho_452532}(p_4)^(*)*d_{k_170819,%gam_314726}(p_1)_u*d_{i_170821,%gam_314725}(p_3)_u^(*))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_d^2 + 16*s_13)*s_33/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_d^2*(s_13 + s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_d^2*(s_12 + s_23)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_d^2*s_23 + 4*s_12*s_33)/(m_d^2 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart A_\sigma_459074(X)  to  OffShell d_beta_120815(X)  AntiPart OffShell A_\nu_499144(X) : Vertex V_0: OffShell d(X_3),  OffShell A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1), A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(p_1_%\mu_443663*gamma_{+%\mu_443663,%gam_314913,%gam_314914}*gamma_{%\rho_452558,%gam_314835,%gam_314913}*gamma_{%\sigma_461472,%gam_314914,%gam_314836}*A_{l_170819,+%\sigma_461472}(p_2)*A_{j_170821,+%\rho_452558}(p_4)^(*)*d_{k_170819,%gam_314836}(p_1)_u*d_{i_170821,%gam_314835}(p_3)_u^(*) + p_2_%\mu_443663*gamma_{+%\mu_443663,%gam_314915,%gam_314916}*gamma_{%\rho_452558,%gam_314839,%gam_314915}*gamma_{%\sigma_461472,%gam_314916,%gam_314840}*A_{l_170819,+%\sigma_461472}(p_2)*A_{j_170821,+%\rho_452558}(p_4)^(*)*d_{k_170819,%gam_314840}(p_1)_u*d_{i_170821,%gam_314839}(p_3)_u^(*) + m_d*gamma_{%\rho_452558,%gam_314843,%gam_314917}*gamma_{%\sigma_461472,%gam_314917,%gam_314844}*A_{l_170819,+%\sigma_461472}(p_2)*A_{j_170821,+%\rho_452558}(p_4)^(*)*d_{k_170819,%gam_314844}(p_1)_u*d_{i_170821,%gam_314843}(p_3)_u^(*))/(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell d_gam_286027(X)^(*)  AntiPart OffShell A_\tau_461781(X)  to  d_beta_121449(X)  A_\mu_443895(X) : Vertex V_0:d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_1),  OffShell A(X_2),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_499375,%gam_316178,%gam_316264}*gamma_{%\tau_461706,%gam_316264,%gam_316179}*A_{l_170863,+%\tau_461706}(p_2)*A_{j_170865,+%\nu_499375}(p_4)^(*)*d_{k_170863,%gam_316179}(p_1)_u*d_{i_170865,%gam_316178}(p_3)_u^(*) + p_1_%\tau_461708*gamma_{%\nu_499375,%gam_316189,%gam_316265}*gamma_{%\tau_461706,%gam_316266,%gam_316190}*gamma_{+%\tau_461708,%gam_316265,%gam_316266}*A_{l_170863,+%\tau_461706}(p_2)*A_{j_170865,+%\nu_499375}(p_4)^(*)*d_{k_170863,%gam_316190}(p_1)_u*d_{i_170865,%gam_316189}(p_3)_u^(*) + p_2_%\tau_461708*gamma_{%\nu_499375,%gam_316193,%gam_316267}*gamma_{%\tau_461706,%gam_316268,%gam_316194}*gamma_{+%\tau_461708,%gam_316267,%gam_316268}*A_{l_170863,+%\tau_461706}(p_2)*A_{j_170865,+%\nu_499375}(p_4)^(*)*d_{k_170863,%gam_316194}(p_1)_u*d_{i_170865,%gam_316193}(p_3)_u^(*))/(m_d^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop) : 16/81*e^4*m_d^2*(m_d^2 + 1/4*s_13)*(m_d^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + 1/324*e^4*(128*m_d^2*s_12 + s_11*(64*m_d^2 + 16*s_13) + 64*m_d^2*s_22 + (-16)*s_13*s_22 + 32*s_11*s_23 + 32*s_12*s_23)*(m_d^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2) + -16/81*e^4*m_d*(m_d*(s_11 + s_13) + m_d*(s_12 + s_23))*(m_d^2 + -s_11 + (-2)*s_12 + -s_22 + -reg_prop)^(-2)
