Interaction:  b_gam_189(X)^(*)  AntiPart b_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*b_{k_71,%eps_82}(p_1)_u*b_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  A_\lambda_175482(X) : Vertex V_0:A(X_2), b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/18*i*e^2*(p_2_%\rho_171828*gamma_{+%\rho_171828,%gam_225108,%gam_225109}*gamma_{%\tau_260853,%gam_225073,%gam_225108}*gamma_{%\tau_260855,%gam_225109,%eps_67324}*A_{j_63865,+%\tau_260855}(p_4)^(*)*A_{l_63863,+%\tau_260853}(p_2)*b_{i_63865,%gam_225073}(p_3)_u^(*)*b_{k_63863,%eps_67324}(p_1)_u + (-2)*p_3_%\tau_260853*gamma_{%\tau_260855,%gam_225079,%eps_67327}*A_{j_63865,+%\tau_260855}(p_4)^(*)*A_{l_63863,+%\tau_260853}(p_2)*b_{i_63865,%gam_225079}(p_3)_u^(*)*b_{k_63863,%eps_67327}(p_1)_u)/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  OffShell A_\nu_174637(X) : Vertex V_1:b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_2),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_261254,%gam_225895,%eps_67678}*gamma_{%\tau_261256,%gam_225833,%gam_225895}*A_{l_63893,+%\tau_261254}(p_2)*A_{j_63895,+%\tau_261256}(p_4)^(*)*b_{i_63895,%gam_225833}(p_3)_u^(*)*b_{k_63893,%eps_67678}(p_1)_u + p_1_%\nu_174613*gamma_{+%\nu_174613,%gam_225896,%gam_225897}*gamma_{%\tau_261254,%gam_225897,%eps_67681}*gamma_{%\tau_261256,%gam_225841,%gam_225896}*A_{l_63893,+%\tau_261254}(p_2)*A_{j_63895,+%\tau_261256}(p_4)^(*)*b_{i_63895,%gam_225841}(p_3)_u^(*)*b_{k_63893,%eps_67681}(p_1)_u + p_2_%\nu_174613*gamma_{+%\nu_174613,%gam_225898,%gam_225899}*gamma_{%\tau_261254,%gam_225899,%eps_67682}*gamma_{%\tau_261256,%gam_225844,%gam_225898}*A_{l_63893,+%\tau_261254}(p_2)*A_{j_63895,+%\tau_261256}(p_4)^(*)*b_{i_63895,%gam_225844}(p_3)_u^(*)*b_{k_63893,%eps_67682}(p_1)_u)/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  OffShell A_\nu_174637(X) : Vertex V_1:A(X_2), b(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_0), : -1/18*i*e^2*(p_2_%\mu_173239*gamma_{+%\mu_173239,%gam_225943,%gam_225944}*gamma_{%\tau_261307,%gam_225944,%eps_67712}*gamma_{%\tau_261309,%gam_225920,%gam_225943}*A_{l_63893,+%\tau_261309}(p_2)*A_{j_63895,+%\tau_261307}(p_4)^(*)*b_{i_63895,%gam_225920}(p_3)_u^(*)*b_{k_63893,%eps_67712}(p_1)_u + (-2)*p_3_%\tau_261309*gamma_{%\tau_261307,%gam_225926,%eps_67717}*A_{l_63893,+%\tau_261309}(p_2)*A_{j_63895,+%\tau_261307}(p_4)^(*)*b_{i_63895,%gam_225926}(p_3)_u^(*)*b_{k_63893,%eps_67717}(p_1)_u)/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  AntiPart A_\rho_172006(X) : Vertex V_0:A(X_2), b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/18*i*e^2*(p_2_%\rho_171992*gamma_{+%\rho_171992,%gam_226670,%gam_226671}*gamma_{%\tau_261704,%gam_226633,%gam_226670}*gamma_{%\tau_261706,%gam_226671,%eps_68021}*A_{j_63925,+%\tau_261706}(p_4)^(*)*A_{l_63923,+%\tau_261704}(p_2)*b_{k_63923,%eps_68021}(p_1)_u*b_{i_63925,%gam_226633}(p_3)_u^(*) + (-2)*p_3_%\tau_261704*gamma_{%\tau_261706,%gam_226641,%eps_68024}*A_{j_63925,+%\tau_261706}(p_4)^(*)*A_{l_63923,+%\tau_261704}(p_2)*b_{k_63923,%eps_68024}(p_1)_u*b_{i_63925,%gam_226641}(p_3)_u^(*))/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  AntiPart A_\rho_172006(X) : Vertex V_0:b(X_3), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\nu_174796*gamma_{+%\nu_174796,%gam_226751,%gam_226752}*gamma_{%\tau_261755,%gam_226695,%gam_226751}*gamma_{%\tau_261757,%gam_226752,%eps_68057}*A_{j_63925,+%\tau_261755}(p_4)^(*)*A_{l_63923,+%\tau_261757}(p_2)*b_{k_63923,%eps_68057}(p_1)_u*b_{i_63925,%gam_226695}(p_3)_u^(*) + p_2_%\nu_174796*gamma_{+%\nu_174796,%gam_226753,%gam_226754}*gamma_{%\tau_261755,%gam_226698,%gam_226753}*gamma_{%\tau_261757,%gam_226754,%eps_68058}*A_{j_63925,+%\tau_261755}(p_4)^(*)*A_{l_63923,+%\tau_261757}(p_2)*b_{k_63923,%eps_68058}(p_1)_u*b_{i_63925,%gam_226698}(p_3)_u^(*) + m_b*gamma_{%\tau_261755,%gam_226701,%gam_226755}*gamma_{%\tau_261757,%gam_226755,%eps_68059}*A_{j_63925,+%\tau_261755}(p_4)^(*)*A_{l_63923,+%\tau_261757}(p_2)*b_{k_63923,%eps_68059}(p_1)_u*b_{i_63925,%gam_226701}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  AntiPart OffShell A_\sigma_174623(X) : Vertex V_0:b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_174591*gamma_{+%\sigma_174591,%gam_227537,%gam_227538}*gamma_{%\tau_262151,%gam_227481,%gam_227537}*gamma_{%\tau_262153,%gam_227538,%eps_68393}*A_{l_63953,+%\tau_262153}(p_2)*A_{j_63955,+%\tau_262151}(p_4)^(*)*b_{k_63953,%eps_68393}(p_1)_u*b_{i_63955,%gam_227481}(p_3)_u^(*) + p_2_%\sigma_174591*gamma_{+%\sigma_174591,%gam_227539,%gam_227540}*gamma_{%\tau_262151,%gam_227484,%gam_227539}*gamma_{%\tau_262153,%gam_227540,%eps_68394}*A_{l_63953,+%\tau_262153}(p_2)*A_{j_63955,+%\tau_262151}(p_4)^(*)*b_{k_63953,%eps_68394}(p_1)_u*b_{i_63955,%gam_227484}(p_3)_u^(*) + m_b*gamma_{%\tau_262151,%gam_227487,%gam_227541}*gamma_{%\tau_262153,%gam_227541,%eps_68395}*A_{l_63953,+%\tau_262153}(p_2)*A_{j_63955,+%\tau_262151}(p_4)^(*)*b_{k_63953,%eps_68395}(p_1)_u*b_{i_63955,%gam_227487}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  b_beta_51828(X)  AntiPart OffShell A_\sigma_174623(X) : Vertex V_0:A(X_2), b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/18*i*e^2*(p_2_%\rho_172104*gamma_{+%\rho_172104,%gam_227595,%gam_227596}*gamma_{%\tau_262204,%gam_227560,%gam_227595}*gamma_{%\tau_262206,%gam_227596,%eps_68424}*A_{l_63953,+%\tau_262204}(p_2)*A_{j_63955,+%\tau_262206}(p_4)^(*)*b_{k_63953,%eps_68424}(p_1)_u*b_{i_63955,%gam_227560}(p_3)_u^(*) + (-2)*p_3_%\tau_262204*gamma_{%\tau_262206,%gam_227566,%eps_68429}*A_{l_63953,+%\tau_262204}(p_2)*A_{j_63955,+%\tau_262206}(p_4)^(*)*b_{k_63953,%eps_68429}(p_1)_u*b_{i_63955,%gam_227566}(p_3)_u^(*))/(s_23 + -1/2*reg_prop) : 2/81*e^4*s_12*s_23*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + 1/2*i*e^2*m_b^2*(s_12 + (-2)*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  A_\lambda_175775(X) : Vertex V_0:A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\lambda_175754*gamma_{+%\lambda_175754,%gam_228388,%gam_228389}*gamma_{%\tau_262615,%gam_228329,%gam_228388}*gamma_{%\tau_262616,%gam_228389,%eps_68825}*A_{j_63985,+%\tau_262616}(p_4)^(*)*A_{l_63983,+%\tau_262615}(p_2)*b_{k_63983,%eps_68825}(p_1)_u*b_{i_63985,%gam_228329}(p_3)_u^(*) + -p_3_%\lambda_175754*gamma_{+%\lambda_175754,%gam_228390,%gam_228391}*gamma_{%\tau_262615,%gam_228332,%gam_228390}*gamma_{%\tau_262616,%gam_228391,%eps_68826}*A_{j_63985,+%\tau_262616}(p_4)^(*)*A_{l_63983,+%\tau_262615}(p_2)*b_{k_63983,%eps_68826}(p_1)_u*b_{i_63985,%gam_228332}(p_3)_u^(*) + -m_b*gamma_{%\tau_262615,%gam_228335,%gam_228392}*gamma_{%\tau_262616,%gam_228392,%eps_68827}*A_{j_63985,+%\tau_262616}(p_4)^(*)*A_{l_63983,+%\tau_262615}(p_2)*b_{k_63983,%eps_68827}(p_1)_u*b_{i_63985,%gam_228335}(p_3)_u^(*))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  A_\lambda_175775(X) : Vertex V_0: OffShell b(X_3), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_2),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_174813*gamma_{+%\sigma_174813,%gam_228478,%gam_228479}*gamma_{%\tau_262663,%gam_228419,%gam_228478}*gamma_{%\tau_262664,%gam_228479,%eps_68914}*A_{j_63985,+%\tau_262663}(p_4)^(*)*A_{l_63983,+%\tau_262664}(p_2)*b_{k_63983,%eps_68914}(p_1)_u*b_{i_63985,%gam_228419}(p_3)_u^(*) + p_2_%\sigma_174813*gamma_{+%\sigma_174813,%gam_228480,%gam_228481}*gamma_{%\tau_262663,%gam_228422,%gam_228480}*gamma_{%\tau_262664,%gam_228481,%eps_68915}*A_{j_63985,+%\tau_262663}(p_4)^(*)*A_{l_63983,+%\tau_262664}(p_2)*b_{k_63983,%eps_68915}(p_1)_u*b_{i_63985,%gam_228422}(p_3)_u^(*) + m_b*gamma_{%\tau_262663,%gam_228425,%gam_228482}*gamma_{%\tau_262664,%gam_228482,%eps_68916}*A_{j_63985,+%\tau_262663}(p_4)^(*)*A_{l_63983,+%\tau_262664}(p_2)*b_{k_63983,%eps_68916}(p_1)_u*b_{i_63985,%gam_228425}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  OffShell A_\tau_263272(X) : Vertex V_1: OffShell b(X_3),  OffShell A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_2),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_263175,%gam_229578,%eps_69433}*gamma_{%\tau_263176,%gam_229516,%gam_229578}*A_{j_64013,+%\tau_263176}(p_4)^(*)*A_{l_64011,+%\tau_263175}(p_2)*b_{k_64011,%eps_69433}(p_1)_u*b_{i_64013,%gam_229516}(p_3)_u^(*) + p_1_%\tau_263177*gamma_{%\tau_263175,%gam_229580,%eps_69436}*gamma_{%\tau_263176,%gam_229524,%gam_229579}*gamma_{+%\tau_263177,%gam_229579,%gam_229580}*A_{j_64013,+%\tau_263176}(p_4)^(*)*A_{l_64011,+%\tau_263175}(p_2)*b_{k_64011,%eps_69436}(p_1)_u*b_{i_64013,%gam_229524}(p_3)_u^(*) + p_2_%\tau_263177*gamma_{%\tau_263175,%gam_229582,%eps_69437}*gamma_{%\tau_263176,%gam_229527,%gam_229581}*gamma_{+%\tau_263177,%gam_229581,%gam_229582}*A_{j_64013,+%\tau_263176}(p_4)^(*)*A_{l_64011,+%\tau_263175}(p_2)*b_{k_64011,%eps_69437}(p_1)_u*b_{i_64013,%gam_229527}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  OffShell A_\tau_263272(X) : Vertex V_1:A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_263237,%gam_229664,%eps_69514}*gamma_{%\tau_263238,%gam_229602,%gam_229664}*A_{j_64013,+%\tau_263237}(p_4)^(*)*A_{l_64011,+%\tau_263238}(p_2)*b_{k_64011,%eps_69514}(p_1)_u*b_{i_64013,%gam_229602}(p_3)_u^(*) + -p_2_%\lambda_175958*gamma_{+%\lambda_175958,%gam_229665,%gam_229666}*gamma_{%\tau_263237,%gam_229666,%eps_69517}*gamma_{%\tau_263238,%gam_229610,%gam_229665}*A_{j_64013,+%\tau_263237}(p_4)^(*)*A_{l_64011,+%\tau_263238}(p_2)*b_{k_64011,%eps_69517}(p_1)_u*b_{i_64013,%gam_229610}(p_3)_u^(*) + p_3_%\lambda_175958*gamma_{+%\lambda_175958,%gam_229667,%gam_229668}*gamma_{%\tau_263237,%gam_229668,%eps_69518}*gamma_{%\tau_263238,%gam_229613,%gam_229667}*A_{j_64013,+%\tau_263237}(p_4)^(*)*A_{l_64011,+%\tau_263238}(p_2)*b_{k_64011,%eps_69518}(p_1)_u*b_{i_64013,%gam_229613}(p_3)_u^(*))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  AntiPart A_\mu_173617(X) : Vertex V_1: OffShell b(X_3), A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_2),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_263851,%gam_230732,%eps_70019}*gamma_{%\tau_263852,%gam_230670,%gam_230732}*A_{j_64041,+%\tau_263852}(p_4)^(*)*A_{l_64039,+%\tau_263851}(p_2)*b_{k_64039,%eps_70019}(p_1)_u*b_{i_64041,%gam_230670}(p_3)_u^(*) + p_1_%\mu_173597*gamma_{+%\mu_173597,%gam_230733,%gam_230734}*gamma_{%\tau_263851,%gam_230734,%eps_70022}*gamma_{%\tau_263852,%gam_230678,%gam_230733}*A_{j_64041,+%\tau_263852}(p_4)^(*)*A_{l_64039,+%\tau_263851}(p_2)*b_{k_64039,%eps_70022}(p_1)_u*b_{i_64041,%gam_230678}(p_3)_u^(*) + p_2_%\mu_173597*gamma_{+%\mu_173597,%gam_230735,%gam_230736}*gamma_{%\tau_263851,%gam_230736,%eps_70023}*gamma_{%\tau_263852,%gam_230681,%gam_230735}*A_{j_64041,+%\tau_263852}(p_4)^(*)*A_{l_64039,+%\tau_263851}(p_2)*b_{k_64039,%eps_70023}(p_1)_u*b_{i_64041,%gam_230681}(p_3)_u^(*))/(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + 1/324*e^4*(128*m_b^2*s_12 + s_11*(64*m_b^2 + 16*s_13) + 32*s_11*s_23 + 32*s_12*s_23)*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2) + -16/81*e^4*m_b*(m_b*(s_11 + s_13) + m_b*(s_12 + s_23))*(m_b^2 + -s_11 + (-2)*s_12 + -reg_prop)^(-2)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  AntiPart A_\mu_173617(X) : Vertex V_1:A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_4),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_263904,%gam_230818,%eps_70100}*gamma_{%\tau_263905,%gam_230756,%gam_230818}*A_{j_64041,+%\tau_263904}(p_4)^(*)*A_{l_64039,+%\tau_263905}(p_2)*b_{k_64039,%eps_70100}(p_1)_u*b_{i_64041,%gam_230756}(p_3)_u^(*) + -p_2_%\tau_263906*gamma_{%\tau_263904,%gam_230820,%eps_70103}*gamma_{%\tau_263905,%gam_230764,%gam_230819}*gamma_{+%\tau_263906,%gam_230819,%gam_230820}*A_{j_64041,+%\tau_263904}(p_4)^(*)*A_{l_64039,+%\tau_263905}(p_2)*b_{k_64039,%eps_70103}(p_1)_u*b_{i_64041,%gam_230764}(p_3)_u^(*) + p_3_%\tau_263906*gamma_{%\tau_263904,%gam_230822,%eps_70104}*gamma_{%\tau_263905,%gam_230767,%gam_230821}*gamma_{+%\tau_263906,%gam_230821,%gam_230822}*A_{j_64041,+%\tau_263904}(p_4)^(*)*A_{l_64039,+%\tau_263905}(p_2)*b_{k_64039,%eps_70104}(p_1)_u*b_{i_64041,%gam_230767}(p_3)_u^(*))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  OffShell b_eps_59732(X)^(*)  AntiPart A_\sigma_174245(X)  to  OffShell b_del_115526(X)  AntiPart OffShell A_\nu_175401(X) : Vertex V_0:A(X_2),  OffShell b(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\nu_175361*gamma_{+%\nu_175361,%gam_231886,%gam_231887}*gamma_{%\tau_264527,%gam_231830,%gam_231886}*gamma_{%\tau_264528,%gam_231887,%eps_70613}*A_{j_64069,+%\tau_264528}(p_4)^(*)*A_{l_64067,+%\tau_264527}(p_2)*b_{i_64069,%gam_231830}(p_3)_u^(*)*b_{k_64067,%eps_70613}(p_1)_u + -p_3_%\nu_175361*gamma_{+%\nu_175361,%gam_231888,%gam_231889}*gamma_{%\tau_264527,%gam_231833,%gam_231888}*gamma_{%\tau_264528,%gam_231889,%eps_70614}*A_{j_64069,+%\tau_264528}(p_4)^(*)*A_{l_64067,+%\tau_264527}(p_2)*b_{i_64069,%gam_231833}(p_3)_u^(*)*b_{k_64067,%eps_70614}(p_1)_u + -m_b*gamma_{%\tau_264527,%gam_231836,%gam_231890}*gamma_{%\tau_264528,%gam_231890,%eps_70615}*A_{j_64069,+%\tau_264528}(p_4)^(*)*A_{l_64067,+%\tau_264527}(p_2)*b_{i_64069,%gam_231836}(p_3)_u^(*)*b_{k_64067,%eps_70615}(p_1)_u)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) : 16/81*e^4*m_b^2*(m_b^2 + 1/4*s_13)*(m_b^2 + 2*s_23 + -s_33 + -reg_prop)^(-2) + -1/324*i*e^2*(i*e^2*(64*m_b^2 + 16*s_13)*s_33/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + (-64)*i*e^2*m_b^2*(s_13 + s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -8/81*i*e^2*(i*e^2*s_12*s_23/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + 2*i*e^2*m_b^2*(s_12 + s_23)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop) + -1/4*i*e^2*(16*m_b^2*s_23 + 4*s_12*s_33)/(m_b^2 + 2*s_23 + -s_33 + -reg_prop))/(m_b^2 + 2*s_23 + -s_33 + -reg_prop)
